"proposal_id","proposal_descriptors","proposal_ff","proposal_id_official","proposal_parl_url","proposal_related_department","proposal_title","proposal_url"
19850069,"Wirtschaft, Arbeit, AVG, Arbeitsvermittlung, Personalverleih, Temporärfirma, OR, Arbeitsvermittlungsgesetz, Obligationenrecht","FF 1985 III 524","85.069","http://www.parlament.ch/afs/data/f/gesch/1985/f_gesch_19850069_620.htm","DEFR","Message concernant la révision de la loi fédérale sur le service de l'emploi et la location de services du 27 novembre 1985","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10104587"
19850075,"Medien, Kommunikation","FF 1986 I 421","85.075","http://www.parlament.ch/afs/data/f/gesch/1985/f_gesch_19850075_620.htm","DETEC","Message concernant l'arrêté fédéral sur la radiodiffusion par satellite du 20 décembre 1985","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10104643"
19850226,NA,"FF 1987 III 369","85.226",NA,"Parl","Initiative parlementaire Initiative populaire avec contre-projet (Spoerry) Rapport de la commission des pétitions et de l'examen des constitutions cantonales du 3 septembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105270"
19850227,NA,"FF 1991 II 181","85.227",NA,"Parl","Initiative parlementaire Partie générale du droit des assurances sociales Rapport de la Commission du Conseil des Etats du 27 septembre 1990","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10106550"
19860030,"Widerrufsrecht, droit de révocation, Wirtschaft, Konsumentenschutz, KIG, OR, Recht, Konsumentenorganisation, Strassenverkauf, Wirtschaft, Konsumenteninformation, Vertragsrecht, Konsument, Obligationenrecht, Konsumenteninformationsgesetz","FF 1986 II 360","86.030","https://www.parlament.ch/afs/data/f/gesch/1986/f_gesch_19860030_620.htm","DEFR","MESSAGE à l'appui d'une loi fédérale visant à améliorer l'information des consommateurs et d'une loi fédérale modifiant le code des obligations (De la formation des obligations) du 7 mai 1986","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10104750"
19860036,"Landwirtschaft, MWB, Milchwirtschaftsbeschluss, Milchwirtschaft, Milch, Milchkontigent","FF 1986 II 994","86.036","http://www.parlament.ch/afs/data/f/gesch/1986/f_gesch_19860036_620.htm","DEFR","Message concernant l'arrêté sur l'économie laitière 1987 du 16 juin 1986","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10104820"
19860043,"Verkehr, Strassenverkehr, SVG, Strassenverkehrsgesetz","FF 1986 III 197","86.043","http://www.parlament.ch/afs/data/f/gesch/1986/f_gesch_19860043_620.htm","DFJP","Message concernant la modification de la loi sur la circulation routière du 27 août 1986","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10104873"
19860052,"Finanzen, Finanzhaushalt","","86.052","https://www.parlament.ch/afs/data/f/gesch/1986/f_gesch_19860052_620.htm","DFF","Message du Conseil fédéral à l'Assemblée fédérale concernant le BUDGET de la Confédération suisse pour l'année 1987 ainsi que Rapport sur les perspectives financières de 1988-1990 Du 29 septembre 1986","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=90000069"
19860055,"Wirtschaft, Konsumentenschutz, Volksinitiative, Konsument","FF 1986 III 525","86.055","https://www.parlament.ch/afs/data/f/gesch/1986/f_gesch_19860055_620.htm","DEFR","MESSAGE SUR L'INITIATIVE POPULAIRE ""POUR LA PROTECTION DES CONSOMMATEURS"" du 29 septembre 1986","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?ID=10104913"
19860056,"Medien, Kommunikation, Post, PTT, Finanzen","","86.056","https://www.parlament.ch/afs/data/f/gesch/1986/f_gesch_19860056_620.htm","DETEC","Message concernant le budget financier de l'Entreprise des PTT pour l'année 1987",""
19860069,"Finanzen, Finanzhaushalt, Subvention, Abgeltung, Finanzhilfe","FF 1987 I 369","86.069","http://www.parlament.ch/afs/data/f/gesch/1986/f_gesch_19860069_620.htm","DFF","Message à l'appui d'un projet de loi sur les aides financières et les indemnités","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10110148"
19860226,NA,"FF 1986 II 1410","86.226",NA,"Parl","Initiative parlementaire Loi sur les rapports entre les conseils. Révision Rapport du Bureau élargi du Conseil des Etats du 19 juin 1986","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10104848"
19860240,NA,"FF 1989 III 1189","86.240",NA,"Parl","Initiative parlementaire Article 325 CO. Modification (Eggli-Winterthour) Rapport de la Commission des pétitions et de l'examen des constitutions cantonales du 30 août 1989","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105964"
19860246,NA,"FF 1989 III 1329","86.246",NA,"Parl","Initiative parlementaire. Réforme du Parlement Rapport de la commission du 17 août 1989","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105988"
19870014,"Europapolitik, Technische Zusammenarbeit","FF 1987 II 923","87.014","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870014_620.htm","DEFR","Message concernant le financement de la coopération technologique en Europe pour la période 1988-1991 du 1er juin 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105132"
19870034,"Europapolitik, internationales Uebereinkommen, BRD, Frankreich, Katastrophenhilfe","FF 1987 II 773","87.034","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870034_620.htm","DFAE","Message concernant l'approbation des Accords avec la République fédérale d'Allemagne et la France sur l'assistance mutuelle en cas de catastrophe ou d'accident grave du 8 avril 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105112"
19870036,"Gewässerschutz, Restwasser, Landschaftsrappen, Tierfabrik, Umwelt, GSchG, Konzession, Volksinitiative, Gewässerschutzgesetz, Tier, Restwassermenge, Tierschutz, Umweltschutz","FF 1987 II 1081","87.036","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870036_620.htm","DFI","Message concernant l'initiative populaire «pour la sauvegarde de nos eaux» et la révision de la loi fédérale sur la protection des eaux du 29 avril 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105170"
19870037,"Recht, Staatspolitik, Bund und Kantone","FF 1987 II 845","87.037","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870037_620.htm","DFJP","Message concernant une attribution de compétence au Tribunal fédéral par le canton de Fribourg du 6 mai 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105120"
19870039,"Verkehr, Tourismus, Hotelkredit, Kurortskredit, Fremdenverkehr, Hotellerie, Hotel","FF 1987 II 893","87.039","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870039_620.htm","DEFR","Message relatif à la révision de la loi fédérale sur l'encouragement du crédit à l'hôtellerie et aux stations de villégiature du 6 mai 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105131"
19870041,"Aussenpolitik, internationales Uebereinkommen, Energie, Kernenergie, Atomenergie, Kernkraft, Atomkraft, AKW, KKW, Atomkraftwerk, Kernkraftwerk","FF 1987 II 1293","87.041","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870041_620.htm","DFAE","Message concernant la conclusion d'accords de coopération nucléaire avec l'Australie et la République populaire de Chine du 20 mai 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105180"
19870043,"Militär, Sicherheitspolitik, Recht, Militärstrafrecht, MO, MStG, Dienstverweigerer, Zivildienst, Militärstrafgesetz, Militärorganisation","FF 1987 II 1335","87.043","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870043_620.htm","DDPS","Message concernant la modification du code pénal militaire et de la loi fédérale sur l'organisation militaire du 27 mai 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105181"
19870044,"Wirtschaft, Arbeit, Arbeitszeit, AZG, Arbeitszeitgesetz, Volksinitiative","FF 1987 II 1033","87.044","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870044_620.htm","DEFR","Message concernant l'initiative populaire «pour la réduction de la durée du travail» du 27 mai 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105161"
19870046,"Energie, Kernenergie, Atomenergie, Atomkraft, Kernkraft, KKW, AKW, Recht, Haftung, KHG, Europapolitik, UdSSR, Sowjetunion, Umwelt, Atomkraftwerk, Kernkraftwerk, Katastrophenhilfe, Umweltschutz Kernenergiehaftpflichtgesetz","FF 1987 II 1409","87.046","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870046_620.htm","DEFR","Message relatif à l'arrêté fédéral concernant les indemnités allouées par la Confédération à des personnes lésées par la catastrophe de Tchernobyl du 15 juin 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105187"
19870047,"Verkehr, Strassenverkehr, Geschwindigkeit, Böhi, Tempo 100/130, Volksinitiative, Höchstgeschwindigkeit, Tempolimite, Waldsterben, Wald, Luftreinhaltung, Luftverschmutzung, Umweltschutz, Umwelt, Forstwesen","FF 1987 II 1437","87.047","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870047_620.htm","DFJP","Message concernant l'initiative populaire «pro vitesse 130/100» du 1er juillet 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105191"
19870048,"Finanzen, Steuer, Doppelbesteuerung, Aussenpolitik, internationales Uebereinkommen, Ägypten","FF 1987 III 61","87.048","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870048_620.htm","DFF","Message concernant une convention de double imposition avec l'Egypte du 12 août 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105219"
19870049,"Internationales Uebereinkommen, Edelmetall, Aussenwirtschaft","FF 1987 III 45","87.049","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870049_620.htm","DFF","Message concernant la Convention avec la France relative à la reconnaissance réciproque des poinçons officiels apposés sur les ouvrages en métaux précieux du 12 août 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105214"
19870051,"Verkehr, Strassenverkehr, Europapolitik, internationales Uebereinkommen","FF 1987 III 173","87.051","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870051_620.htm","DETEC","Message concernant l'Accord européen sur les grandes routes de trafic international du 12 août 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105235"
19870052,"Finanzen, Finanzhaushalt","","87.052","https://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870052_620.htm","DFF","Message du Conseil fédéral à l'Assemblée fédérale concernant le BUDGET de la Confédération suisse pour l'année 1988 Du 28 septembre 1987","https://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=90000074"
19870053,"Finanzen, Gesundheit, Alkohol, Alkoholismus, Alkoholverwaltung, Finanzhaushalt","","87.053","https://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870053_620.htm","DFF","Régie des alcools. Gestion et compte 1986/1987",""
19870054,"Bauten, Wirtschaft, Zoll","FF 1987 III 219","87.054","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870054_620.htm","DFF","Message concernant la construction d'un bureau de douane autoroutier à Bardonnex GE du 26 août 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105236"
19870055,"Staatspolitik, Bürgerrecht, Recht, Eherecht, Gleichstellungspolitik, Mann, Frau, Ehe, Doppelbürgerschaft, Einbürgerung, Frauenfragen, Gleichstellung, Kultur, Staatsangehörigkeit, Staatsbürgerrecht, Staatsbürgerschaft, Nationalität","FF 1987 III 285","87.055","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870055_620.htm","DFJP","Message relatif à la modification de la loi sur la nationalité (égalité des droits entre hommes et femmes, nationalité des conjoints lorsque l'un des époux est ressortissant d'un autre Etat, adaptation d'autres dispositions à l'évolution du droit) du 26 a","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105263"
19870056,"Finanzen, Post, PTT, Medien, Kommunikation","FF 1988 II 601","87.056",NA,"DETEC","PTT. Budget 1988.","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105448"
19870057,"Finanzen, Finanzhaushalt, Verkehr, Schienenverkehr, Eisenbahn","FF 1987 III 409","87.057","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870057_620.htm","DETEC","Message concernant le budget des Chemins de fer fédéraux pour 1988 du 28 octobre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105280"
19870058,"Aussenpolitik, internationales Uebereinkommen, CIEC, Staatspolitik, Bürgerrecht, Staatenlosigkeit, Staatenloser, Ausländerfragen, Staatsangehörigkeit, Staatsbürgerrecht, Staatsbürgerschaft, Nationalität, Ausländer","FF 1987 III 337","87.058","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870058_620.htm","DFJP","Message relatif à la Convention de la Commission Internationale de l'Etat Civil (CIEC) tendant à réduire le nombre des cas d'apatridie du 26 août 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105264"
19870059,"Aussenpolitik, internationales Uebereinkommen, Militär, Sicherheitspolitik","FF 1987 III 765","87.059","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870059_620.htm","DFAE","Message concernant la Convention sur l'interdiction d'utiliser des techniques de modification de l'environnement à des fins militaires ou toutes autres fins hostiles (Convention sur la guerre de l'environnement) du 16 septembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105294"
19870060,"Aussenpolitik, internationales Uebereinkommen, Wien, Staatspolitik, Staatsangehörigkeit, Bürgerrecht, Staatsbürgerrecht, Nationalität, Staatsbürgerschaft","FF 1987 III 344","87.060","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870060_620.htm","DFJP","Message relatif aux Protocoles de signature facultative à la Convention de Vienne sur les relations diplomatiques et à la Convention de Vienne sur les relations consulaires concernant l'acquisition de la nationalité du 16 septembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105265"
19870061,"Medien, Kommunikation, TV, Radio, Fernsehen, Phonothek, Videothek, Recht, Strafrecht, Militärstrafrecht, Berufsgeheimnis, StGB, MStG Zeugnispflicht, Kultur, Journalist, Konzession, Fernsehkonzession, Radiokonzession, Militärstrafgesetz, Strafgesetzbuch, Militär, Video, Sicherheitspolitik","FF 1987 III 661","87.061","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870061_620.htm","DETEC","Message concernant la loi fédérale sur la radio et la télévision du 28 septembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105289"
19870063,"Staatspolitik, Bundespersonal, Finanzen, Herbstzulage, Inflation, Teuerungszulage, Teuerungsausgleich, BtG, Beamtengesetz, Teuerung","FF 1987 III 809","87.063","https://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870063_620.htm","DFF","Message concernant la modification du statut des fonctionnaires, le versement d'une allocation d'automne en 1988 et le versement d'allocations de renchérissement au personnel fédéral du 21 octobre 1987","https://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105301"
19870064,"Staatspolitik, Volkszählung","FF 1988 I 133","87.064","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870064_620.htm","DFI","Message relatif à la modification de la loi fédérale concernant le recensement fédéral de la population","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105333"
19870068,"Recht","FF 1988 I 117","87.068","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870068_620.htm","DFJP","Message concernant l'augmentation temporaire du nombre des juges suppléants et des rédacteurs d'arrêts du Tribunal fédéral du 18 novembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105328"
19870069,"","FF 1988 I 1209","87.069","https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19870069","DETEC","Message et projets de lois du 18 novembre 1987 concernant la modification de la loi sur les chemins de fer.","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105379"
19870070,"Umwelt, Forstwesen, Wald, Umweltschutz","FF 1988 I 257","87.070","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870070_620.htm","DFI","Message concernant un arrêté fédéral sur des mesures extraordinaires pour la conservation de la forêt du 25 novembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105347"
19870071,"Staatspolitik, Ausländerfragen, Volksinitiative, Einwanderung, Immigration, Migration, Wanderung, Ausländer, Wanderungsbewegung","FF 1988 I 557","87.071","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870071_620.htm","DFJP","Message concernant l'initiative populaire «pour la limitation de l'immigration» du 25 novembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105359"
19870072,"Aussenwirtschaft, IWF, Finanzen, internationales Uebereinkommen","FF 1988 I 584","87.072","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870072_620.htm","DFF","Message relatif à la reconduction de la participation de la Suisse aux Accords généraux d'emprunt du Fonds monétaire international du 25 novembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105360"
19870073,"Staatspolitik, Kantonsverfassung, Bund und Kantone, Nidwalden, Glarus, Schaffhausen, Graubünden, Genf, Jura, PGK","FF 1988 I 221","87.073","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870073_620.htm","DFJP","Message concernant la garantie des constitutions révisées des cantons d'Unterwald-le-Bas, de Glaris, de Schaffhouse, des Grisons, de Genève et du Jura du 30 novembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105342"
19870075,"Energieverbrauch, Energieabgabe, Tarifkompetenz, Energie, Finanzen, Steuer","FF 1988 I 297","87.075","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870075_620.htm","DETEC","Message concernant un article constitutionnel sur l'énergie du 7 décembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105351"
19870076,"PTT, Monopol, Wettbewerb, Medien, Kommunikation, Fernmeldewesen, FMG, BAKOM, Telefonbuch, Fernmeldegesetz, Post","FF 1988 I 1260","87.076","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870076_620.htm","DETEC","Message concernant la loi sur les télécommunications (LTC) du 7 décembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105380"
19870077,"Umwelt, Landschaftsschutz, Katastrophenhilfe, Umweltschutz, Unwetter, Unwetterschaden","FF 1988 I 157","87.077","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870077_620.htm","DETEC","Message concernant les mesures exceptionnelles à prendre, afin de remédier aux dégâts dus aux intempéries de 1987 du 14 décembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105337"
19870078,"Bildung, Hochschule, ETH, ETH-Rat, Wissenschaft, Forschung, ETHZ, EPFL, Lausane, Zürich, Universität, EPF, ETH-Gesetz","FF 1988 I 697","87.078","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870078_620.htm","DFI","Message concernant la loi sur les écoles polytechniques fédérales du 14 décembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105366"
19870079,"Jugendurlaub, Altersgrenze, Kultur, Jugendarbeit, Jugend","FF 1988 I 777","87.079","http://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870079_620.htm","DFI","Message concernant l'encouragement des activités de jeunesse extra-scolaires du 18 décembre 1987","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105371"
19870225,"Aussenpolitik, internationales Uebereinkommen, Staatspolitik, Parlament, Kultur, Sprache, Französisch, AIPLF, Sprachgruppe, IVPfS","","87.225","https://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870225_620.htm","Parl","Initiative parlementaire. Association internationale des parlementaires de langue française",""
19880003,"Europapolitik, internationales Uebereinkommen, CIME, Staatspolitik, Ausländerfragen, Soziale Fragen, Wanderung, Migration, Ausländer, Wanderungsbewegung","FF 1988 I 1425","88.003","http://www.parlament.ch/afs/data/f/gesch/1988/f_gesch_19880003_620.htm","DFAE","Message concernant les amendements à l'Acte constitutif du Comité intergouvernemental pour les migrations européennes (CIME) du 20 janvier 1988","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105405"
19880004,"Finanzen, Steuer, Aussenpolitik, internationales Uebereinkommen, Doppelbesteuerung, Elfenbeinküste","FF 1988 I 1345","88.004","http://www.parlament.ch/afs/data/f/gesch/1988/f_gesch_19880004_620.htm","DFF","Message concernant une convention de double imposition avec la Côte d'Ivoire du 27 janvier 1988","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105384"
19880005,"Landwirtschaft, Kleinbauer, Volksinitiative, Tierfabrik, Umwelt, Tierschutz, GATT, Tier, Kleinbauern-Initiative, Umweltschutz, Bauer","FF 1988 I 594","88.005","http://www.parlament.ch/afs/data/f/gesch/1988/f_gesch_19880005_620.htm","DEFR","Message concernant l'initiative populaire «pour une protection des exploitations paysannes et contre les fabriques d'animaux (Initiative en faveur des petits paysans)» du 27 janvier 1988","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105361"
19880006,"Soziale Fragen, Sozialversicherung, Baubeitrag, Bauten","FF 1988 I 754","88.006","http://www.parlament.ch/afs/data/f/gesch/1988/f_gesch_19880006_620.htm","DFI","Message concernant la prolongation du délai pour l'octroi de subventions de construction par l'assurance-vieillesse et survivants du 1er mars 1988","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105367"
19880007,"Landwirtschaft, Kondensmilch, Milch, Milchwirtschaft, Konsummilch","FF 1988 I 1193","88.007","http://www.parlament.ch/afs/data/f/gesch/1988/f_gesch_19880007_620.htm","DEFR","Message relatif à la majoration de la taxe perçue sur le lait de consommation et des suppléments de prix prélevés sur le lait condensé importé du 17 février 1988","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105378"
19880009,"Bauten, Gesundheit, Alkohol, Alkoholismus","FF 1988 I 1444","88.009","http://www.parlament.ch/afs/data/f/gesch/1988/f_gesch_19880009_620.htm","DFF","Message concernant un bâtiment complémentaire et l'assainissement intérieur du bâtiment de style 1900 de la Régie fédérale des alcools, à Berne du 17 février 1988","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105406"
